study;contrast;method;region_1;region_2;direction
298;SZ-HC;SBVW;Precuneus_R;Frontal_Inf_Tri_L;1
298;SZ-HC;SBVW;Precuneus_R;Insula_L;1
298;SZ-HC;SBVW;Precuneus_R;Frontal_Inf_Tri_L;1
298;SZ-HC;SBVW;Precuneus_R;Frontal_Mid_2_R;1
298;SZ-HC;SBVW;Precuneus_R;Frontal_Inf_Tri_R;1
298;SZ-HC;SBVW;Cingulate_Post_L;Frontal_Mid_2_L;1
298;SZ-HC;SBVW;Cingulate_Post_L;Frontal_Inf_Tri_L;1
298;SZ-HC;SBVW;Cingulate_Post_L;Insula_L;1
298;SZ-HC;SBVW;Cingulate_Post_L;Frontal_Inf_Tri_L;1
298;SZ-HC;SBVW;Cingulate_Post_L;Frontal_Mid_2_R;1
298;SZ-HC;SBVW;Cingulate_Post_L;Frontal_Inf_Tri_R;1
298;SZ-HC;SBVW;Cingulate_Post_R;Frontal_Mid_2_L;1
298;SZ-HC;SBVW;Cingulate_Post_R;Frontal_Inf_Tri_L;1
298;SZ-HC;SBVW;Cingulate_Post_R;Insula_L;1
298;SZ-HC;SBVW;Cingulate_Post_R;Frontal_Inf_Tri_L;1
298;SZ-HC;SBVW;Cingulate_Post_R;Frontal_Mid_2_R;1
298;SZ-HC;SBVW;Cingulate_Post_R;Frontal_Inf_Tri_R;1
298;SZ-HC;ALFF;Whole Brain;Whole Brain;0
298;SZ-HC;SBVW;Cingulate_Post_L;Whole Brain;0
298;SZ-HC;SBVW;Cingulate_Post_R;Whole Brain;0
298;SZ-HC;SBVW;Precuneus_L;Whole Brain;0
298;SZ-HC;SBVW;Precuneus_R;Whole Brain;0
307;SZ-HC;SBVW;Frontal_Sup_Medial_L;Cingulate_Post_L;-1
307;SZ-HC;SBVW;Frontal_Sup_Medial_L;Precuneus_L;-1
307;SZ-HC;SBVW;Frontal_Sup_Medial_L;Angular_L;-1
307;SZ-HC;SBVW;Temporal_Pole_Mid_L;Precentral_L;-1
307;SZ-HC;SBVW;Temporal_Pole_Mid_L;Precentral_R;-1
307;SZ-HC;SBVW;Temporal_Pole_Mid_L;Precuneus_L;-1
307;SZ-HC;SBVW;Temporal_Pole_Mid_L;Precuneus_R;-1
307;SZ-HC;SBVW;Temporal_Pole_Mid_L;Cingulate_Mid_L;-1
307;SZ-HC;SBVW;Temporal_Pole_Mid_L;Cingulate_Mid_R;-1
307;SZ-HC;SBVW;Temporal_Inf_L;Cuneus_L;1
307;SZ-HC;SBVW;Temporal_Inf_L;Cuneus_R;1
307;SZ-HC;SBVW;Cingulate_Post_L;Fusiform_R;1
307;SZ-HC;SBVW;Cingulate_Post_L;Lingual_R;1
307;SZ-HC;SBVW;SupraMarginal_L;Occipital_Inf_R;1
307;SZ-HC;SBVW;SupraMarginal_L;Lingual_R;1
307;SZ-HC;SBVW;SupraMarginal_L;Fusiform_R;1
307;SZ-HC;SBVW;Cingulate_Post_L;Whole Brain;0
307;SZ-HC;SBVW;Frontal_Med_Orb_L;Whole Brain;0
307;SZ-HC;SBVW;Frontal_Sup_Medial_L;Whole Brain;0
307;SZ-HC;SBVW;SupraMarginal_L;Whole Brain;0
307;SZ-HC;SBVW;Temporal_Inf_L;Whole Brain;0
307;SZ-HC;SBVW;Temporal_Pole_Mid_L;Whole Brain;0
307;SZ-HC;SBVW;Rectus_L;Whole Brain;0
307;SZ-HC;SBVW;Parietal_Inf_L;Whole Brain;0
307;SZ-HC;SBVW;Calcarine_L;Whole Brain;0
307;SZ-HC;SBVW;ParaHippocampal_L;Whole Brain;0
307;SZ-HC;SBVW;Hippocampus_L;Whole Brain;0
308;SZ-HC;SBVW;Default;brodmann_area_6_l;-1
308;SZ-HC;SBVW;Default;brodmann_area_6_r;-1
308;SZ-HC;SBVW;Default;brodmann_area_9_r;-1
308;SZ-HC;SBVW;Default;brodmann_area_9_l;-1
308;SZ-HC;SBVW;Default;Temporal_Sup_L;-1
308;SZ-HC;SBVW;Default;ACC_pre_L;-1
308;SZ-HC;SBVW;Default;Frontal_Mid_2_L;-1
308;SZ-HC;SBVW;Default;Rectus_L;1
308;SZ-HC;SBVW;Default;Rectus_R;1
308;SZ-HC;SBVW;Default;brodmann_area_10_r;1
308;SZ-HC;SBVW;Default;brodmann_area_10_l;1
308;SZ-HC;SBVW;Default;brodmann_area_47_l;1
308;SZ-HC;SBVW;Default;brodmann_area_47_r;1
308;SZ-HC;SBVW;Default;Temporal_Inf_L;1
308;SZ-HC;SBVW;Default;Temporal_Inf_R;1
308;SZ-HC;SBVW;Default;Amygdala_R;1
308;SZ-HC;SBVW;Default;brodmann_area_6_l;-1
308;SZ-HC;SBVW;Default;brodmann_area_6_r;-1
308;SZ-HC;SBVW;Default;brodmann_area_9_r;-1
308;SZ-HC;SBVW;Default;brodmann_area_9_l;-1
308;SZ-HC;SBVW;Default;Temporal_Sup_L;-1
308;SZ-HC;SBVW;Default;ACC_pre_L;-1
308;SZ-HC;SBVW;Default;Frontal_Mid_2_L;-1
308;SZ-HC;SBVW;Default;Rectus_L;1
308;SZ-HC;SBVW;Default;Rectus_R;1
308;SZ-HC;SBVW;Default;brodmann_area_10_r;1
308;SZ-HC;SBVW;Default;brodmann_area_10_l;1
308;SZ-HC;SBVW;Default;brodmann_area_47_l;1
308;SZ-HC;SBVW;Default;brodmann_area_47_r;1
308;SZ-HC;SBVW;Default;Temporal_Inf_L;1
308;SZ-HC;SBVW;Default;Temporal_Inf_R;1
308;SZ-HC;SBVW;Default;Amygdala_R;1
308;SZ-HC;SBVW;Default;brodmann_area_6_l;-1
308;SZ-HC;SBVW;Default;Frontal_Sup_Medial_L;-1
308;SZ-HC;SBVW;Default;Frontal_Sup_Medial_R;-1
308;SZ-HC;SBVW;Default;Temporal_Sup_L;-1
308;SZ-HC;SBVW;Default;Rectus_L;1
308;SZ-HC;SBVW;Default;Rectus_R;1
308;SZ-HC;SBVW;Default;brodmann_area_10_l;1
308;SZ-HC;SBVW;Default;brodmann_area_10_r;1
308;SZ-HC;SBVW;Default;brodmann_area_6_l;-1
308;SZ-HC;SBVW;Default;Frontal_Sup_Medial_L;-1
308;SZ-HC;SBVW;Default;Frontal_Sup_Medial_R;-1
308;SZ-HC;SBVW;Default;Temporal_Sup_L;-1
308;SZ-HC;SBVW;Default;Rectus_L;1
308;SZ-HC;SBVW;Default;Rectus_R;1
308;SZ-HC;SBVW;Default;brodmann_area_10_l;1
308;SZ-HC;SBVW;Default;brodmann_area_10_r;1
308;SZ-HC;SBVW;Default;Whole Brain;0
309;SZ-HC;SBCW;Visual1;Default;-1
309;BD-HC;SBCW;Visual2;Default;-1
309;SZ-HC;SBCW;Ventral-Multimodal;Somatomotor;-1
309;SZ-HC;SBCW;Orbito-Affective;Somatomotor;-1
309;BD-HC;SBCW;Ventral-Multimodal;Cingulo-Opercular;1
309;BD-HC;SBCW;Ventral-Multimodal;Language;1
309;BD-HC;SBCW;Orbito-Affective;Cingulo-Opercular;1
309;BD-HC;SBCW;Orbito-Affective;Language;1
309;SZ-HC;SBCW;Whole Brain;Whole Brain;0
309;BD-HC;SBCW;Whole Brain;Whole Brain;0
315;SZ-HC;STR;ACC_pre_R;Frontal_Inf_Tri_L;1
315;SZ-HC;STR;ACC_pre_R;Frontal_Inf_Tri_R;1
315;SZ-HC;STR;ACC_pre_R;Temporal_Sup_L;1
315;SZ-HC;STR;ACC_pre_R;Temporal_Sup_R;1
315;SZ-HC;STR;Cingulate_Mid_R;Frontal_Inf_Tri_L;1
315;SZ-HC;STR;Cingulate_Mid_R;Frontal_Inf_Tri_R;1
315;SZ-HC;STR;Cingulate_Mid_R;Temporal_Sup_L;1
315;SZ-HC;STR;Cingulate_Mid_R;Temporal_Sup_R;1
315;SZ-HC;STR;Parietal_Inf_R;Frontal_Inf_Tri_L;1
315;SZ-HC;STR;Parietal_Inf_R;Frontal_Inf_Tri_R;1
315;SZ-HC;STR;Parietal_Inf_R;Temporal_Sup_L;1
315;SZ-HC;STR;Parietal_Inf_R;Temporal_Sup_R;1
315;SZ-HC;STR;ACC_pre_L;Frontal_Inf_Tri_L;1
315;SZ-HC;STR;ACC_pre_L;Frontal_Inf_Tri_R;1
315;SZ-HC;STR;ACC_pre_L;Temporal_Sup_L;1
315;SZ-HC;STR;ACC_pre_L;Temporal_Sup_R;1
315;SZ-HC;STR;Cingulate_Mid_L;Frontal_Inf_Tri_L;1
315;SZ-HC;STR;Cingulate_Mid_L;Frontal_Inf_Tri_R;1
315;SZ-HC;STR;Cingulate_Mid_L;Temporal_Sup_L;1
315;SZ-HC;STR;Cingulate_Mid_L;Temporal_Sup_R;1
315;SZ-HC;STR;Temporal_Sup_L;Frontal_Inf_Tri_L;-1
315;SZ-HC;STR;Temporal_Sup_L;Frontal_Inf_Tri_R;-1
315;SZ-HC;STR;Temporal_Sup_L;Temporal_Sup_L;-1
315;SZ-HC;STR;Temporal_Sup_L;Temporal_Sup_R;-1
315;SZ-HC;STR;Temporal_Sup_R;Frontal_Inf_Tri_L;-1
315;SZ-HC;STR;Temporal_Sup_R;Frontal_Inf_Tri_R;-1
315;SZ-HC;STR;Temporal_Sup_R;Temporal_Sup_L;-1
315;SZ-HC;STR;Temporal_Sup_R;Temporal_Sup_R;-1
315;SZ-HC;STR;ACC_pre_L;Frontal_Inf_Tri_L;-1
315;SZ-HC;STR;ACC_pre_L;Frontal_Inf_Tri_R;-1
315;SZ-HC;STR;ACC_pre_L;Temporal_Sup_L;-1
315;SZ-HC;STR;ACC_pre_L;Temporal_Sup_R;-1
315;SZ-HC;STR;Lingual_R;Frontal_Inf_Tri_L;-1
315;SZ-HC;STR;Lingual_R;Frontal_Inf_Tri_R;-1
315;SZ-HC;STR;Lingual_R;Temporal_Sup_L;-1
315;SZ-HC;STR;Lingual_R;Temporal_Sup_R;-1
315;SZ-HC;STR;Frontal_Med_Orb_R;Frontal_Inf_Tri_L;-1
315;SZ-HC;STR;Frontal_Med_Orb_R;Frontal_Inf_Tri_R;-1
315;SZ-HC;STR;Frontal_Med_Orb_R;Temporal_Sup_L;-1
315;SZ-HC;STR;Frontal_Med_Orb_R;Temporal_Sup_R;-1
315;SZ-HC;STR;Frontal_Med_Orb_L;Frontal_Inf_Tri_L;-1
315;SZ-HC;STR;Frontal_Med_Orb_L;Frontal_Inf_Tri_R;-1
315;SZ-HC;STR;Frontal_Med_Orb_L;Temporal_Sup_L;-1
315;SZ-HC;STR;Frontal_Med_Orb_L;Temporal_Sup_R;-1
315;SZ-HC;ICA;Whole Brain;Whole Brain;0
315;SZ-HC;STR;Frontoparietal;Auditory;0
315;SZ-HC;STR;Frontoparietal;Default;0
315;SZ-HC;STR;Frontoparietal;Somatomotor;0
315;SZ-HC;STR;Auditory;Default;0
315;SZ-HC;STR;Auditory;Somatomotor;0
315;SZ-HC;STR;Default;Somatomotor;0
322;SZ-HC;SBVW;Left Cerebellum;Cerebellum_8_L;-1
322;SZ-HC;SBVW;Left Cerebellum;Temporal_Mid_L;1
322;SZ-HC;SBVW;Left Cerebellum;Cingulate_Mid_R;1
322;SZ-HC;SBVW;Left Cerebellum;Paracentral_Lobule_R;1
322;SZ-HC;SBVW;Right Cerebellum;Cerebellum_8_R;-1
322;SZ-HC;SBVW;Right Cerebellum;Thalamus_R;1
322;SZ-HC;SBVW;Right Cerebellum;Cingulate_Mid_L;1
322;SZ-HC;SBVW;Left Cerebellum;Whole Brain;0
322;SZ-HC;SBVW;Right Cerebellum;Whole Brain;0
326;SZ-HC;SBVW;ACC_sup_L;Putamen_L;-1
326;SZ-HC;SBVW;ACC_sup_R;Putamen_L;-1
326;SZ-HC;SBVW;ACC_sup_L;Putamen_R;-1
326;SZ-HC;SBVW;ACC_sup_R;Putamen_R;-1
326;SZ-HC;SBVW;Putamen_L;ACC_sup_L;-1
326;SZ-HC;SBVW;Putamen_L;ACC_sup_R;-1
326;SZ-HC;STR;Putamen_L;Frontal_Mid_2_L;-1
326;SZ-HC;STR;Putamen_L;Parietal_Inf_L;-1
326;SZ-HC;STR;Putamen_L;Insula_L;-1
326;SZ-HC;STR;Putamen_L;Cerebellum_Crus1_L;-1
326;SZ-HC;STR;Putamen_L;Frontal_Mid_2_R;-1
326;SZ-HC;STR;Putamen_L;Insula_R;-1
326;SZ-HC;SBVW;Putamen_R;ACC_sup_L;-1
326;SZ-HC;SBVW;Putamen_R;ACC_sup_R;-1
326;SZ-HC;STR;Putamen_R;Frontal_Mid_2_L;-1
326;SZ-HC;STR;Putamen_R;Parietal_Inf_L;-1
326;SZ-HC;STR;Putamen_R;Insula_L;-1
326;SZ-HC;STR;Putamen_R;Cerebellum_Crus1_L;-1
326;SZ-HC;STR;Putamen_R;Frontal_Mid_2_R;-1
326;SZ-HC;STR;Putamen_R;Parietal_Inf_R;-1
326;SZ-HC;STR;Putamen_R;Insula_R;-1
326;SZ-HC;SBVW;ACC_sup_L;Whole Brain;0
326;SZ-HC;SBVW;ACC_sup_R;Whole Brain;0
326;SZ-HC;STR;ACC_sup_L;ACC_sup_R;0
326;SZ-HC;STR;ACC_sup_L;Frontal_Mid_2_L;0
326;SZ-HC;STR;ACC_sup_L;Parietal_Inf_L;0
326;SZ-HC;STR;ACC_sup_L;Insula_L;0
326;SZ-HC;STR;ACC_sup_L;Putamen_L;0
326;SZ-HC;STR;ACC_sup_L;Thalamus_L;0
326;SZ-HC;STR;ACC_sup_L;Cerebellum_Crus1_L;0
326;SZ-HC;STR;ACC_sup_L;Frontal_Mid_2_R;0
326;SZ-HC;STR;ACC_sup_L;Parietal_Inf_R;0
326;SZ-HC;STR;ACC_sup_L;Insula_R;0
326;SZ-HC;STR;ACC_sup_L;Putamen_R;0
326;SZ-HC;STR;ACC_sup_L;Thalamus_R;0
326;SZ-HC;STR;ACC_sup_L;Cerebellum_Crus1_R;0
326;SZ-HC;STR;ACC_sup_R;Frontal_Mid_2_L;0
326;SZ-HC;STR;ACC_sup_R;Parietal_Inf_L;0
326;SZ-HC;STR;ACC_sup_R;Insula_L;0
326;SZ-HC;STR;ACC_sup_R;Putamen_L;0
326;SZ-HC;STR;ACC_sup_R;Thalamus_L;0
326;SZ-HC;STR;ACC_sup_R;Cerebellum_Crus1_L;0
326;SZ-HC;STR;ACC_sup_R;Frontal_Mid_2_R;0
326;SZ-HC;STR;ACC_sup_R;Parietal_Inf_R;0
326;SZ-HC;STR;ACC_sup_R;Insula_R;0
326;SZ-HC;STR;ACC_sup_R;Putamen_R;0
326;SZ-HC;STR;ACC_sup_R;Thalamus_R;0
326;SZ-HC;STR;ACC_sup_R;Cerebellum_Crus1_R;0
326;SZ-HC;STR;Frontal_Mid_2_L;Parietal_Inf_L;0
326;SZ-HC;STR;Frontal_Mid_2_L;Insula_L;0
326;SZ-HC;STR;Frontal_Mid_2_L;Putamen_L;0
326;SZ-HC;STR;Frontal_Mid_2_L;Thalamus_L;0
326;SZ-HC;STR;Frontal_Mid_2_L;Cerebellum_Crus1_L;0
326;SZ-HC;STR;Frontal_Mid_2_L;Frontal_Mid_2_R;0
326;SZ-HC;STR;Frontal_Mid_2_L;Parietal_Inf_R;0
326;SZ-HC;STR;Frontal_Mid_2_L;Insula_R;0
326;SZ-HC;STR;Frontal_Mid_2_L;Putamen_R;0
326;SZ-HC;STR;Frontal_Mid_2_L;Thalamus_R;0
326;SZ-HC;STR;Frontal_Mid_2_L;Cerebellum_Crus1_R;0
326;SZ-HC;STR;Parietal_Inf_L;Insula_L;0
326;SZ-HC;STR;Parietal_Inf_L;Putamen_L;0
326;SZ-HC;STR;Parietal_Inf_L;Thalamus_L;0
326;SZ-HC;STR;Parietal_Inf_L;Cerebellum_Crus1_L;0
326;SZ-HC;STR;Parietal_Inf_L;Frontal_Mid_2_R;0
326;SZ-HC;STR;Parietal_Inf_L;Parietal_Inf_R;0
326;SZ-HC;STR;Parietal_Inf_L;Insula_R;0
326;SZ-HC;STR;Parietal_Inf_L;Putamen_R;0
326;SZ-HC;STR;Parietal_Inf_L;Thalamus_R;0
326;SZ-HC;STR;Parietal_Inf_L;Cerebellum_Crus1_R;0
326;SZ-HC;STR;Insula_L;Putamen_L;0
326;SZ-HC;STR;Insula_L;Thalamus_L;0
326;SZ-HC;STR;Insula_L;Cerebellum_Crus1_L;0
326;SZ-HC;STR;Insula_L;Frontal_Mid_2_R;0
326;SZ-HC;STR;Insula_L;Parietal_Inf_R;0
326;SZ-HC;STR;Insula_L;Insula_R;0
326;SZ-HC;STR;Insula_L;Putamen_R;0
326;SZ-HC;STR;Insula_L;Thalamus_R;0
326;SZ-HC;STR;Insula_L;Cerebellum_Crus1_R;0
326;SZ-HC;STR;Putamen_L;Thalamus_L;0
326;SZ-HC;STR;Putamen_L;Cerebellum_Crus1_L;0
326;SZ-HC;STR;Putamen_L;Frontal_Mid_2_R;0
326;SZ-HC;STR;Putamen_L;Parietal_Inf_R;0
326;SZ-HC;STR;Putamen_L;Insula_R;0
326;SZ-HC;STR;Putamen_L;Putamen_R;0
326;SZ-HC;STR;Putamen_L;Thalamus_R;0
326;SZ-HC;STR;Putamen_L;Cerebellum_Crus1_R;0
326;SZ-HC;STR;Thalamus_L;Cerebellum_Crus1_L;0
326;SZ-HC;STR;Thalamus_L;Frontal_Mid_2_R;0
326;SZ-HC;STR;Thalamus_L;Parietal_Inf_R;0
326;SZ-HC;STR;Thalamus_L;Insula_R;0
326;SZ-HC;STR;Thalamus_L;Putamen_R;0
326;SZ-HC;STR;Thalamus_L;Thalamus_R;0
326;SZ-HC;STR;Thalamus_L;Cerebellum_Crus1_R;0
326;SZ-HC;STR;Cerebellum_Crus1_L;Frontal_Mid_2_R;0
326;SZ-HC;STR;Cerebellum_Crus1_L;Parietal_Inf_R;0
326;SZ-HC;STR;Cerebellum_Crus1_L;Insula_R;0
326;SZ-HC;STR;Cerebellum_Crus1_L;Putamen_R;0
326;SZ-HC;STR;Cerebellum_Crus1_L;Thalamus_R;0
326;SZ-HC;STR;Cerebellum_Crus1_L;Cerebellum_Crus1_R;0
326;SZ-HC;STR;Frontal_Mid_2_R;Parietal_Inf_R;0
326;SZ-HC;STR;Frontal_Mid_2_R;Insula_R;0
326;SZ-HC;STR;Frontal_Mid_2_R;Putamen_R;0
326;SZ-HC;STR;Frontal_Mid_2_R;Thalamus_R;0
326;SZ-HC;STR;Frontal_Mid_2_R;Cerebellum_Crus1_R;0
326;SZ-HC;STR;Parietal_Inf_R;Insula_R;0
326;SZ-HC;STR;Parietal_Inf_R;Putamen_R;0
326;SZ-HC;STR;Parietal_Inf_R;Thalamus_R;0
326;SZ-HC;STR;Parietal_Inf_R;Cerebellum_Crus1_R;0
326;SZ-HC;STR;Insula_R;Putamen_R;0
326;SZ-HC;STR;Insula_R;Thalamus_R;0
326;SZ-HC;STR;Insula_R;Cerebellum_Crus1_R;0
326;SZ-HC;STR;Putamen_R;Thalamus_R;0
326;SZ-HC;STR;Putamen_R;Cerebellum_Crus1_R;0
326;SZ-HC;STR;Thalamus_R;Cerebellum_Crus1_R;0
328;SZ-HC;ICA;ACC_sup_L;ACC_sup_L;-1
328;SZ-HC;ICA;Cingulate_Post_R;Cingulate_Post_R;-1
328;SZ-HC;ICA;Precuneus_L;Precuneus_L;-1
328;SZ-HC;ICA;Temporal_Mid_L;Temporal_Mid_L;1
328;SZ-HC;ICA;Temporal_Sup_L;Temporal_Sup_L;1
328;SZ-HC;ICA;Temporal_Mid_R;Temporal_Mid_R;1
328;SZ-HC;ICA;brodmann_area_9_r;brodmann_area_9_r;1
328;SZ-HC;ICA;brodmann_area_8_r;brodmann_area_8_r;1
328;SZ-HC;ICA;brodmann_area_10_r;brodmann_area_10_r;1
328;SZ-HC;ICA;Whole Brain;Whole Brain;0
329;SZ-HC;SBVW;Frontal_Med_Orb_L;brodmann_area_46_l;1
329;SZ-HC;SBVW;Frontal_Med_Orb_L;brodmann_area_46_l;1
329;SZ-HC;SBVW;Frontal_Med_Orb_L;brodmann_area_46_r;1
329;SZ-HC;SBVW;Frontal_Med_Orb_L;brodmann_area_47_r;1
329;SZ-HC;SBVW;Frontal_Med_Orb_L;brodmann_area_47_r;1
329;BD-HC;SBVW;Frontal_Med_Orb_L;brodmann_area_46_l;1
329;BD-HC;SBVW;Frontal_Med_Orb_L;brodmann_area_46_l;1
329;BD-HC;SBVW;Frontal_Med_Orb_L;brodmann_area_46_r;1
329;BD-HC;SBVW;Frontal_Med_Orb_L;brodmann_area_47_r;1
329;BD-HC;SBVW;Frontal_Med_Orb_L;brodmann_area_47_r;1
329;BD-HC;SBVW;Frontal_Med_Orb_L;Insula_L;1
329;BD-HC;SBVW;Frontal_Med_Orb_L;Insula_L;1
329;SZ-HC;SBVW;Frontal_Med_Orb_R;brodmann_area_46_l;1
329;SZ-HC;SBVW;Frontal_Med_Orb_R;brodmann_area_46_l;1
329;SZ-HC;SBVW;Frontal_Med_Orb_R;brodmann_area_46_r;1
329;SZ-HC;SBVW;Frontal_Med_Orb_R;brodmann_area_47_r;1
329;SZ-HC;SBVW;Frontal_Med_Orb_R;brodmann_area_47_r;1
329;BD-HC;SBVW;Frontal_Med_Orb_R;brodmann_area_46_l;1
329;BD-HC;SBVW;Frontal_Med_Orb_R;brodmann_area_46_l;1
329;BD-HC;SBVW;Frontal_Med_Orb_R;brodmann_area_46_r;1
329;BD-HC;SBVW;Frontal_Med_Orb_R;brodmann_area_47_r;1
329;BD-HC;SBVW;Frontal_Med_Orb_R;brodmann_area_47_r;1
329;BD-HC;SBVW;Frontal_Med_Orb_R;Insula_L;1
329;BD-HC;SBVW;Frontal_Med_Orb_R;Insula_L;1
329;SZ-HC;SBVW;ACC_pre_L;brodmann_area_46_l;1
329;SZ-HC;SBVW;ACC_pre_L;brodmann_area_46_l;1
329;SZ-HC;SBVW;ACC_pre_L;brodmann_area_46_r;1
329;SZ-HC;SBVW;ACC_pre_L;brodmann_area_47_r;1
329;SZ-HC;SBVW;ACC_pre_L;brodmann_area_47_r;1
329;BD-HC;SBVW;ACC_pre_L;brodmann_area_46_l;1
329;BD-HC;SBVW;ACC_pre_L;brodmann_area_46_l;1
329;BD-HC;SBVW;ACC_pre_L;brodmann_area_46_r;1
329;BD-HC;SBVW;ACC_pre_L;brodmann_area_47_r;1
329;BD-HC;SBVW;ACC_pre_L;brodmann_area_47_r;1
329;BD-HC;SBVW;ACC_pre_L;Insula_L;1
329;BD-HC;SBVW;ACC_pre_L;Insula_L;1
329;SZ-HC;SBVW;ACC_pre_R;brodmann_area_46_l;1
329;SZ-HC;SBVW;ACC_pre_R;brodmann_area_46_l;1
329;SZ-HC;SBVW;ACC_pre_R;brodmann_area_46_r;1
329;SZ-HC;SBVW;ACC_pre_R;brodmann_area_47_r;1
329;SZ-HC;SBVW;ACC_pre_R;brodmann_area_47_r;1
329;BD-HC;SBVW;ACC_pre_R;brodmann_area_46_l;1
329;BD-HC;SBVW;ACC_pre_R;brodmann_area_46_l;1
329;BD-HC;SBVW;ACC_pre_R;brodmann_area_46_r;1
329;BD-HC;SBVW;ACC_pre_R;brodmann_area_47_r;1
329;BD-HC;SBVW;ACC_pre_R;brodmann_area_47_r;1
329;BD-HC;SBVW;ACC_pre_R;Insula_L;1
329;BD-HC;SBVW;ACC_pre_R;Insula_L;1
329;BD-HC;SBVW;Frontal_Med_Orb_L;Whole Brain;0
329;BD-HC;SBVW;Frontal_Med_Orb_R;Whole Brain;0
329;BD-HC;SBVW;ACC_pre_L;Whole Brain;0
329;BD-HC;SBVW;ACC_pre_R;Whole Brain;0
329;SZ-HC;SBVW;Frontal_Med_Orb_L;Whole Brain;0
329;SZ-HC;SBVW;Frontal_Med_Orb_R;Whole Brain;0
329;SZ-HC;SBVW;ACC_pre_L;Whole Brain;0
329;SZ-HC;SBVW;ACC_pre_R;Whole Brain;0
330;SZ-HC;SBVW;Cingulate_Post_R;brodmann_area_10_l;1
330;SZ-HC;SBVW;Cingulate_Post_R;brodmann_area_47_l;1
330;SZ-HC;SBVW;Cingulate_Post_R;Temporal_Mid_L;1
330;SZ-HC;SBVW;Cingulate_Post_R;brodmann_area_6_l;1
330;SZ-HC;SBVW;Cingulate_Post_R;brodmann_area_9_l;1
330;SZ-HC;SBVW;Cingulate_Post_R;brodmann_area_8_l;1
330;SZ-HC;SBVW;Cingulate_Post_L;brodmann_area_10_l;1
330;SZ-HC;SBVW;Cingulate_Post_L;brodmann_area_47_l;1
330;SZ-HC;SBVW;Cingulate_Post_L;Temporal_Mid_L;1
330;SZ-HC;SBVW;Cingulate_Post_L;brodmann_area_6_l;1
330;SZ-HC;SBVW;Cingulate_Post_L;brodmann_area_9_l;1
330;SZ-HC;SBVW;Cingulate_Post_L;brodmann_area_8_l;1
330;SZ-HC;SBVW;Parietal_Inf_L;Parietal_Sup_R;-1
330;SZ-HC;SBVW;Parietal_Inf_L;Fusiform_L;-1
330;SZ-HC;SBVW;Parietal_Inf_L;Fusiform_L;-1
330;SZ-HC;SBVW;Parietal_Inf_L;Occipital_Mid_L;-1
330;SZ-HC;SBVW;Parietal_Inf_L;Lingual_R;-1
330;SZ-HC;SBVW;Parietal_Inf_L;Cuneus_R;-1
330;SZ-HC;SBVW;Parietal_Inf_L;Fusiform_R;-1
330;SZ-HC;SBVW;Parietal_Inf_R;Parietal_Sup_R;-1
330;SZ-HC;SBVW;Parietal_Inf_R;Fusiform_L;-1
330;SZ-HC;SBVW;Parietal_Inf_R;Fusiform_L;-1
330;SZ-HC;SBVW;Parietal_Inf_R;Occipital_Mid_L;-1
330;SZ-HC;SBVW;Parietal_Inf_R;Lingual_R;-1
330;SZ-HC;SBVW;Parietal_Inf_R;Cuneus_R;-1
330;SZ-HC;SBVW;Parietal_Inf_R;Fusiform_R;-1
330;SZ-HC;SBVW;Frontal_Mid_2_L;Precentral_R;-1
330;SZ-HC;SBVW;Frontal_Mid_2_L;brodmann_area_9_r;-1
330;SZ-HC;SBVW;Frontal_Mid_2_L;Frontal_Sup_2_R;-1
330;SZ-HC;SBVW;Frontal_Mid_2_R;Precentral_R;-1
330;SZ-HC;SBVW;Frontal_Mid_2_R;brodmann_area_9_r;-1
330;SZ-HC;SBVW;Frontal_Mid_2_R;Frontal_Mid_2_R;-1
330;SZ-HC;SBVW;Cingulate_Post_R;Whole Brain;0
330;SZ-HC;SBVW;Cingulate_Post_L;Whole Brain;0
330;SZ-HC;SBVW;Parietal_Inf_L;Whole Brain;0
330;SZ-HC;SBVW;Parietal_Inf_R;Whole Brain;0
330;SZ-HC;SBVW;Frontal_Mid_2_L;Whole Brain;0
330;SZ-HC;SBVW;Frontal_Mid_2_R;Whole Brain;0
330;SZ-HC;SBVW;Insula_L;Whole Brain;0
330;SZ-HC;SBVW;Insula_R;Whole Brain;0
334;SZ-HC;STR;ACC_sup_L;Parietal_Inf_R;-1
334;SZ-HC;STR;ACC_sup_R;Parietal_Inf_R;-1
334;SZ-HC;STR;Insula_L;Parietal_Inf_R;-1
334;SZ-HC;STR;Insula_R;Parietal_Inf_R;-1
334;SZ-HC;STR;Frontal_Sup_2_L;Parietal_Inf_R;-1
334;SZ-HC;STR;Frontal_Sup_2_R;Parietal_Inf_R;-1
334;SZ-HC;STR;Thalamus_L;Parietal_Inf_R;-1
334;SZ-HC;STR;Thalamus_R;Parietal_Inf_R;-1
334;SZ-HC;STR;Cerebellum_6_L;Frontal_Mid_2_L;-1
334;SZ-HC;STR;Cerebellum_6_R;Frontal_Mid_2_L;-1
334;SZ-HC;STR;Cerebellum_Crus1_L;Frontal_Mid_2_L;-1
334;SZ-HC;STR;Cerebellum_Crus1_R;Frontal_Mid_2_L;-1
334;SZ-HC;STR;Cerebellum_6_L;Parietal_Inf_L;-1
334;SZ-HC;STR;Cerebellum_6_R;Parietal_Inf_L;-1
