study,contrast,method,region_1,region_2,direction
330,SZ-HC,SBVW,Default,Frontoparietal,0
330,SZ-HC,SBVW,Cingulo-Opercular,Default,0
330,SZ-HC,SBVW,Default,Default,0
330,SZ-HC,SBVW,Default,Posterior-Multimodal,0
330,SZ-HC,SBVW,Default,Ventral-Multimodal,0
330,SZ-HC,SBVW,Default,Orbito-Affective,0
330,SZ-HC,SBVW,Frontoparietal,Visual1,0
330,SZ-HC,SBVW,Frontoparietal,Visual2,0
330,SZ-HC,SBVW,Frontoparietal,Somatomotor,0
330,SZ-HC,SBVW,Auditory,Frontoparietal,0
330,SZ-HC,SBVW,Frontoparietal,Language,0
330,SZ-HC,SBVW,Dorsal-attention,Frontoparietal,0
330,SZ-HC,SBVW,Frontoparietal,Frontoparietal,0
330,SZ-HC,SBVW,Cingulo-Opercular,Frontoparietal,0
330,SZ-HC,SBVW,Frontoparietal,Posterior-Multimodal,0
330,SZ-HC,SBVW,Frontoparietal,Ventral-Multimodal,0
330,SZ-HC,SBVW,Frontoparietal,Orbito-Affective,0
330,SZ-HC,SBVW,Cingulo-Opercular,Visual1,0
330,SZ-HC,SBVW,Cingulo-Opercular,Visual2,0
330,SZ-HC,SBVW,Cingulo-Opercular,Somatomotor,0
330,SZ-HC,SBVW,Auditory,Cingulo-Opercular,0
330,SZ-HC,SBVW,Cingulo-Opercular,Language,0
330,SZ-HC,SBVW,Cingulo-Opercular,Dorsal-attention,0
330,SZ-HC,SBVW,Cingulo-Opercular,Cingulo-Opercular,0
330,SZ-HC,SBVW,Cingulo-Opercular,Posterior-Multimodal,0
330,SZ-HC,SBVW,Cingulo-Opercular,Ventral-Multimodal,0
330,SZ-HC,SBVW,Cingulo-Opercular,Orbito-Affective,0
334,SZ-HC,STR,Cingulo-Opercular,Frontoparietal,-1
334,SZ-HC,STR,Default,Frontoparietal,-1
334,SZ-HC,STR,Frontoparietal,Frontoparietal,-1
334,SZ-HC,STR,Cingulo-Opercular,Default,-1
334,SZ-HC,STR,Cingulo-Opercular,Cingulo-Opercular,-1
334,SZ-HC,STR,Cingulo-Opercular,Default,1
334,SZ-HC,STR,Default,Default,1
334,SZ-HC,STR,Default,Frontoparietal,1
334,SZ-HC,STR,Cingulo-Opercular,Cingulo-Opercular,0
334,SZ-HC,STR,Default,Default,0
334,SZ-HC,STR,Frontoparietal,Frontoparietal,0
334,SZ-HC,STR,Cingulo-Opercular,Frontoparietal,0
334,SZ-HC,STR,Cingulo-Opercular,Default,0
334,SZ-HC,STR,Default,Frontoparietal,0
337,SZ-HC,SBVW,Cingulo-Opercular,Cingulo-Opercular,-1
337,SZ-HC,SBVW,Cingulo-Opercular,Default,-1
337,SZ-HC,SBVW,Cingulo-Opercular,Default,1
337,SZ-HC,SBVW,Default,Default,1
337,SZ-HC,SBVW,Cingulo-Opercular,Frontoparietal,1
337,SZ-HC,SBVW,Default,Frontoparietal,1
337,SZ-HC,SBVW,Default,Visual1,0
337,SZ-HC,SBVW,Default,Visual2,0
337,SZ-HC,SBVW,Default,Somatomotor,0
337,SZ-HC,SBVW,Auditory,Default,0
337,SZ-HC,SBVW,Default,Language,0
337,SZ-HC,SBVW,Default,Dorsal-attention,0
337,SZ-HC,SBVW,Default,Frontoparietal,0
337,SZ-HC,SBVW,Cingulo-Opercular,Default,0
337,SZ-HC,SBVW,Default,Default,0
337,SZ-HC,SBVW,Default,Posterior-Multimodal,0
337,SZ-HC,SBVW,Default,Ventral-Multimodal,0
337,SZ-HC,SBVW,Default,Orbito-Affective,0
337,SZ-HC,SBVW,Cingulo-Opercular,Visual1,0
337,SZ-HC,SBVW,Cingulo-Opercular,Visual2,0
337,SZ-HC,SBVW,Cingulo-Opercular,Somatomotor,0
337,SZ-HC,SBVW,Auditory,Cingulo-Opercular,0
337,SZ-HC,SBVW,Cingulo-Opercular,Language,0
337,SZ-HC,SBVW,Cingulo-Opercular,Dorsal-attention,0
337,SZ-HC,SBVW,Cingulo-Opercular,Frontoparietal,0
337,SZ-HC,SBVW,Cingulo-Opercular,Cingulo-Opercular,0
337,SZ-HC,SBVW,Cingulo-Opercular,Posterior-Multimodal,0
337,SZ-HC,SBVW,Cingulo-Opercular,Ventral-Multimodal,0
337,SZ-HC,SBVW,Cingulo-Opercular,Orbito-Affective,0
343,BD-HC,SBVW,Auditory,Frontoparietal,-1
343,BD-HC,SBVW,Auditory,Default,-1
343,BD-HC,SBVW,Auditory,Default,1
343,BD-HC,SBVW,Frontoparietal,Visual1,0
343,BD-HC,SBVW,Frontoparietal,Visual2,0
343,BD-HC,SBVW,Frontoparietal,Somatomotor,0
343,BD-HC,SBVW,Auditory,Frontoparietal,0
343,BD-HC,SBVW,Frontoparietal,Language,0
343,BD-HC,SBVW,Dorsal-attention,Frontoparietal,0
343,BD-HC,SBVW,Frontoparietal,Frontoparietal,0
343,BD-HC,SBVW,Cingulo-Opercular,Frontoparietal,0
343,BD-HC,SBVW,Default,Frontoparietal,0
343,BD-HC,SBVW,Frontoparietal,Posterior-Multimodal,0
343,BD-HC,SBVW,Frontoparietal,Ventral-Multimodal,0
343,BD-HC,SBVW,Frontoparietal,Orbito-Affective,0
343,BD-HC,SBVW,Language,Visual1,0
343,BD-HC,SBVW,Language,Visual2,0
343,BD-HC,SBVW,Language,Somatomotor,0
343,BD-HC,SBVW,Auditory,Language,0
343,BD-HC,SBVW,Language,Language,0
343,BD-HC,SBVW,Dorsal-attention,Language,0
343,BD-HC,SBVW,Cingulo-Opercular,Language,0
343,BD-HC,SBVW,Default,Language,0
343,BD-HC,SBVW,Language,Posterior-Multimodal,0
343,BD-HC,SBVW,Language,Ventral-Multimodal,0
343,BD-HC,SBVW,Language,Orbito-Affective,0
343,BD-HC,SBVW,Orbito-Affective,Visual1,0
343,BD-HC,SBVW,Orbito-Affective,Visual2,0
343,BD-HC,SBVW,Orbito-Affective,Somatomotor,0
343,BD-HC,SBVW,Auditory,Orbito-Affective,0
343,BD-HC,SBVW,Dorsal-attention,Orbito-Affective,0
343,BD-HC,SBVW,Cingulo-Opercular,Orbito-Affective,0
343,BD-HC,SBVW,Default,Orbito-Affective,0
343,BD-HC,SBVW,Orbito-Affective,Posterior-Multimodal,0
343,BD-HC,SBVW,Orbito-Affective,Ventral-Multimodal,0
343,BD-HC,SBVW,Orbito-Affective,Orbito-Affective,0
343,BD-HC,SBVW,Auditory,Visual1,0
343,BD-HC,SBVW,Auditory,Visual2,0
343,BD-HC,SBVW,Auditory,Somatomotor,0
343,BD-HC,SBVW,Auditory,Auditory,0
343,BD-HC,SBVW,Auditory,Dorsal-attention,0
343,BD-HC,SBVW,Auditory,Cingulo-Opercular,0
343,BD-HC,SBVW,Auditory,Default,0
343,BD-HC,SBVW,Auditory,Posterior-Multimodal,0
343,BD-HC,SBVW,Auditory,Ventral-Multimodal,0
345,SZ-HC,ALFF,Default,Default,-1
345,SZ-HC,ALFF,Frontoparietal,Frontoparietal,-1
345,SZ-HC,ALFF,Visual1,Visual1,0
345,SZ-HC,ALFF,Visual2,Visual2,0
345,SZ-HC,ALFF,Somatomotor,Somatomotor,0
345,SZ-HC,ALFF,Auditory,Auditory,0
345,SZ-HC,ALFF,Language,Language,0
345,SZ-HC,ALFF,Dorsal-attention,Dorsal-attention,0
345,SZ-HC,ALFF,Frontoparietal,Frontoparietal,0
345,SZ-HC,ALFF,Cingulo-Opercular,Cingulo-Opercular,0
345,SZ-HC,ALFF,Default,Default,0
345,SZ-HC,ALFF,Posterior-Multimodal,Posterior-Multimodal,0
345,SZ-HC,ALFF,Ventral-Multimodal,Ventral-Multimodal,0
345,SZ-HC,ALFF,Orbito-Affective,Orbito-Affective,0
345,SZ-HC,SBVW,Default,Visual1,0
345,SZ-HC,SBVW,Default,Visual2,0
345,SZ-HC,SBVW,Default,Somatomotor,0
345,SZ-HC,SBVW,Auditory,Default,0
345,SZ-HC,SBVW,Default,Language,0
345,SZ-HC,SBVW,Default,Dorsal-attention,0
345,SZ-HC,SBVW,Default,Frontoparietal,0
345,SZ-HC,SBVW,Cingulo-Opercular,Default,0
345,SZ-HC,SBVW,Default,Default,0
345,SZ-HC,SBVW,Default,Posterior-Multimodal,0
345,SZ-HC,SBVW,Default,Ventral-Multimodal,0
345,SZ-HC,SBVW,Default,Orbito-Affective,0
349,BD-HC,SBVW,Default,Language,-1
349,BD-HC,SBVW,Frontoparietal,Language,-1
349,BD-HC,SBVW,Default,Frontoparietal,1
349,BD-HC,SBVW,Frontoparietal,Frontoparietal,1
349,BD-HC,SBVW,Cingulo-Opercular,Default,1
349,BD-HC,SBVW,Cingulo-Opercular,Frontoparietal,1
349,BD-HC,SBVW,Default,Visual1,-1
349,BD-HC,SBVW,Default,Visual2,-1
349,BD-HC,SBVW,Default,Somatomotor,-1
349,BD-HC,SBVW,Auditory,Default,-1
349,BD-HC,SBVW,Default,Dorsal-attention,-1
349,BD-HC,SBVW,Default,Frontoparietal,-1
349,BD-HC,SBVW,Cingulo-Opercular,Default,-1
349,BD-HC,SBVW,Default,Default,-1
349,BD-HC,SBVW,Default,Posterior-Multimodal,-1
349,BD-HC,SBVW,Frontoparietal,Visual1,-1
349,BD-HC,SBVW,Frontoparietal,Visual2,-1
349,BD-HC,SBVW,Frontoparietal,Somatomotor,-1
349,BD-HC,SBVW,Auditory,Frontoparietal,-1
349,BD-HC,SBVW,Dorsal-attention,Frontoparietal,-1
349,BD-HC,SBVW,Frontoparietal,Frontoparietal,-1
349,BD-HC,SBVW,Cingulo-Opercular,Frontoparietal,-1
349,BD-HC,SBVW,Frontoparietal,Posterior-Multimodal,-1
349,BD-HC,SBVW,Default,Visual1,0
349,BD-HC,SBVW,Default,Visual2,0
349,BD-HC,SBVW,Default,Somatomotor,0
349,BD-HC,SBVW,Auditory,Default,0
349,BD-HC,SBVW,Default,Language,0
349,BD-HC,SBVW,Default,Dorsal-attention,0
349,BD-HC,SBVW,Default,Frontoparietal,0
349,BD-HC,SBVW,Cingulo-Opercular,Default,0
349,BD-HC,SBVW,Default,Default,0
349,BD-HC,SBVW,Default,Posterior-Multimodal,0
349,BD-HC,SBVW,Default,Ventral-Multimodal,0
349,BD-HC,SBVW,Default,Orbito-Affective,0
349,BD-HC,SBVW,Frontoparietal,Visual1,0
349,BD-HC,SBVW,Frontoparietal,Visual2,0
349,BD-HC,SBVW,Frontoparietal,Somatomotor,0
349,BD-HC,SBVW,Auditory,Frontoparietal,0
349,BD-HC,SBVW,Frontoparietal,Language,0
349,BD-HC,SBVW,Dorsal-attention,Frontoparietal,0
349,BD-HC,SBVW,Frontoparietal,Frontoparietal,0
349,BD-HC,SBVW,Cingulo-Opercular,Frontoparietal,0
349,BD-HC,SBVW,Frontoparietal,Posterior-Multimodal,0
349,BD-HC,SBVW,Frontoparietal,Ventral-Multimodal,0
349,BD-HC,SBVW,Frontoparietal,Orbito-Affective,0
355,SZ-HC,STR,Cingulo-Opercular,Frontoparietal,-1
355,SZ-HC,STR,Cingulo-Opercular,Cingulo-Opercular,0
355,SZ-HC,STR,Cingulo-Opercular,Language,0
355,SZ-HC,STR,Cingulo-Opercular,Frontoparietal,0
355,SZ-HC,STR,Cingulo-Opercular,Posterior-Multimodal,0
358,SZ-HC,ICA,Default,Default,-1
358,SZ-HC,ICA,Visual1,Visual1,0
358,SZ-HC,ICA,Visual2,Visual2,0
358,SZ-HC,ICA,Somatomotor,Somatomotor,0
358,SZ-HC,ICA,Auditory,Auditory,0
358,SZ-HC,ICA,Language,Language,0
358,SZ-HC,ICA,Dorsal-attention,Dorsal-attention,0
358,SZ-HC,ICA,Frontoparietal,Frontoparietal,0
358,SZ-HC,ICA,Cingulo-Opercular,Cingulo-Opercular,0
358,SZ-HC,ICA,Default,Default,0
358,SZ-HC,ICA,Posterior-Multimodal,Posterior-Multimodal,0
358,SZ-HC,ICA,Ventral-Multimodal,Ventral-Multimodal,0
358,SZ-HC,ICA,Orbito-Affective,Orbito-Affective,0
360,SZ-HC,SBVW,Frontoparietal,Frontoparietal,1
360,SZ-HC,SBVW,Frontoparietal,Frontoparietal,-1
360,SZ-HC,SBVW,Cingulo-Opercular,Frontoparietal,-1
360,SZ-HC,SBVW,Auditory,Frontoparietal,-1
360,SZ-HC,SBVW,Default,Frontoparietal,-1
360,SZ-HC,SBVW,Frontoparietal,Visual2,-1
360,SZ-HC,SBVW,Frontoparietal,Somatomotor,-1
360,SZ-HC,SBVW,Frontoparietal,Visual1,0
360,SZ-HC,SBVW,Frontoparietal,Visual2,0
360,SZ-HC,SBVW,Frontoparietal,Somatomotor,0
360,SZ-HC,SBVW,Auditory,Frontoparietal,0
360,SZ-HC,SBVW,Frontoparietal,Language,0
360,SZ-HC,SBVW,Dorsal-attention,Frontoparietal,0
360,SZ-HC,SBVW,Frontoparietal,Frontoparietal,0
360,SZ-HC,SBVW,Cingulo-Opercular,Frontoparietal,0
360,SZ-HC,SBVW,Default,Frontoparietal,0
360,SZ-HC,SBVW,Frontoparietal,Posterior-Multimodal,0
360,SZ-HC,SBVW,Frontoparietal,Ventral-Multimodal,0
360,SZ-HC,SBVW,Frontoparietal,Orbito-Affective,0
362,SZ-HC,SBVW,Cingulo-Opercular,Language,-1
362,SZ-HC,SBVW,Default,Language,-1
362,SZ-HC,SBVW,Frontoparietal,Language,-1
362,SZ-HC,SBVW,Cingulo-Opercular,Posterior-Multimodal,-1
362,SZ-HC,SBVW,Default,Posterior-Multimodal,-1
362,SZ-HC,SBVW,Frontoparietal,Posterior-Multimodal,-1
362,SZ-HC,SBVW,Auditory,Frontoparietal,-1
362,SZ-HC,SBVW,Frontoparietal,Frontoparietal,-1
362,SZ-HC,SBVW,Cingulo-Opercular,Frontoparietal,-1
362,SZ-HC,SBVW,Frontoparietal,Somatomotor,-1
362,SZ-HC,SBVW,Default,Frontoparietal,-1
362,SZ-HC,SBVW,Language,Visual1,0
362,SZ-HC,SBVW,Language,Visual2,0
362,SZ-HC,SBVW,Language,Somatomotor,0
362,SZ-HC,SBVW,Auditory,Language,0
362,SZ-HC,SBVW,Language,Language,0
362,SZ-HC,SBVW,Dorsal-attention,Language,0
362,SZ-HC,SBVW,Frontoparietal,Language,0
362,SZ-HC,SBVW,Cingulo-Opercular,Language,0
362,SZ-HC,SBVW,Default,Language,0
362,SZ-HC,SBVW,Language,Posterior-Multimodal,0
362,SZ-HC,SBVW,Language,Ventral-Multimodal,0
362,SZ-HC,SBVW,Language,Orbito-Affective,0
362,SZ-HC,SBVW,Posterior-Multimodal,Visual1,0
362,SZ-HC,SBVW,Posterior-Multimodal,Visual2,0
362,SZ-HC,SBVW,Posterior-Multimodal,Somatomotor,0
362,SZ-HC,SBVW,Auditory,Posterior-Multimodal,0
362,SZ-HC,SBVW,Dorsal-attention,Posterior-Multimodal,0
362,SZ-HC,SBVW,Frontoparietal,Posterior-Multimodal,0
362,SZ-HC,SBVW,Cingulo-Opercular,Posterior-Multimodal,0
362,SZ-HC,SBVW,Default,Posterior-Multimodal,0
362,SZ-HC,SBVW,Posterior-Multimodal,Posterior-Multimodal,0
362,SZ-HC,SBVW,Posterior-Multimodal,Ventral-Multimodal,0
362,SZ-HC,SBVW,Orbito-Affective,Posterior-Multimodal,0
362,SZ-HC,SBVW,Default,Visual1,0
362,SZ-HC,SBVW,Default,Visual2,0
362,SZ-HC,SBVW,Default,Somatomotor,0
362,SZ-HC,SBVW,Auditory,Default,0
362,SZ-HC,SBVW,Default,Dorsal-attention,0
362,SZ-HC,SBVW,Default,Frontoparietal,0
362,SZ-HC,SBVW,Cingulo-Opercular,Default,0
362,SZ-HC,SBVW,Default,Default,0
362,SZ-HC,SBVW,Default,Ventral-Multimodal,0
362,SZ-HC,SBVW,Default,Orbito-Affective,0
362,SZ-HC,SBVW,Cingulo-Opercular,Visual1,0
362,SZ-HC,SBVW,Cingulo-Opercular,Visual2,0
362,SZ-HC,SBVW,Cingulo-Opercular,Somatomotor,0
362,SZ-HC,SBVW,Auditory,Cingulo-Opercular,0
362,SZ-HC,SBVW,Cingulo-Opercular,Dorsal-attention,0
362,SZ-HC,SBVW,Cingulo-Opercular,Frontoparietal,0
362,SZ-HC,SBVW,Cingulo-Opercular,Cingulo-Opercular,0
362,SZ-HC,SBVW,Cingulo-Opercular,Ventral-Multimodal,0
362,SZ-HC,SBVW,Cingulo-Opercular,Orbito-Affective,0
362,SZ-HC,SBVW,Frontoparietal,Visual1,0
362,SZ-HC,SBVW,Frontoparietal,Visual2,0
362,SZ-HC,SBVW,Frontoparietal,Somatomotor,0
362,SZ-HC,SBVW,Auditory,Frontoparietal,0
362,SZ-HC,SBVW,Dorsal-attention,Frontoparietal,0
362,SZ-HC,SBVW,Frontoparietal,Frontoparietal,0
362,SZ-HC,SBVW,Frontoparietal,Ventral-Multimodal,0
362,SZ-HC,SBVW,Frontoparietal,Orbito-Affective,0
367,SZ-HC,SBVW,Default,Default,-1
367,SZ-HC,SBVW,Default,Visual2,-1
367,SZ-HC,SBVW,Auditory,Default,-1
367,SZ-HC,SBVW,Default,Frontoparietal,1
367,SZ-HC,SBVW,Default,Visual1,0
367,SZ-HC,SBVW,Default,Visual2,0
367,SZ-HC,SBVW,Default,Somatomotor,0
367,SZ-HC,SBVW,Auditory,Default,0
367,SZ-HC,SBVW,Default,Language,0
367,SZ-HC,SBVW,Default,Dorsal-attention,0
367,SZ-HC,SBVW,Default,Frontoparietal,0
367,SZ-HC,SBVW,Cingulo-Opercular,Default,0
367,SZ-HC,SBVW,Default,Default,0
367,SZ-HC,SBVW,Default,Posterior-Multimodal,0
367,SZ-HC,SBVW,Default,Ventral-Multimodal,0
367,SZ-HC,SBVW,Default,Orbito-Affective,0
372,SZ-HC,SBVW,Cingulo-Opercular,Frontoparietal,-1
372,SZ-HC,SBVW,Cingulo-Opercular,Default,1
372,SZ-HC,SBVW,Cingulo-Opercular,Visual2,1
372,SZ-HC,SBVW,Cingulo-Opercular,Cingulo-Opercular,-1
372,SZ-HC,SBVW,Cingulo-Opercular,Somatomotor,1
372,SZ-HC,SBVW,Cingulo-Opercular,Somatomotor,-1
372,SZ-HC,SBVW,Cingulo-Opercular,Frontoparietal,1
372,SZ-HC,SBVW,Cingulo-Opercular,Visual1,0
372,SZ-HC,SBVW,Cingulo-Opercular,Visual2,0
372,SZ-HC,SBVW,Cingulo-Opercular,Somatomotor,0
372,SZ-HC,SBVW,Auditory,Cingulo-Opercular,0
372,SZ-HC,SBVW,Cingulo-Opercular,Language,0
372,SZ-HC,SBVW,Cingulo-Opercular,Dorsal-attention,0
372,SZ-HC,SBVW,Cingulo-Opercular,Frontoparietal,0
372,SZ-HC,SBVW,Cingulo-Opercular,Cingulo-Opercular,0
372,SZ-HC,SBVW,Cingulo-Opercular,Default,0
372,SZ-HC,SBVW,Cingulo-Opercular,Posterior-Multimodal,0
372,SZ-HC,SBVW,Cingulo-Opercular,Ventral-Multimodal,0
372,SZ-HC,SBVW,Cingulo-Opercular,Orbito-Affective,0
377,MDD-HC,ICA,Frontoparietal,Frontoparietal,1
377,MDD-HC,ICA,Default,Default,1
377,MDD-HC,ICA,Visual2,Visual2,1
377,MDD-HC,ICA,Visual1,Visual1,0
377,MDD-HC,ICA,Visual2,Visual2,0
377,MDD-HC,ICA,Somatomotor,Somatomotor,0
377,MDD-HC,ICA,Auditory,Auditory,0
377,MDD-HC,ICA,Language,Language,0
377,MDD-HC,ICA,Dorsal-attention,Dorsal-attention,0
377,MDD-HC,ICA,Frontoparietal,Frontoparietal,0
377,MDD-HC,ICA,Cingulo-Opercular,Cingulo-Opercular,0
377,MDD-HC,ICA,Default,Default,0
377,MDD-HC,ICA,Posterior-Multimodal,Posterior-Multimodal,0
377,MDD-HC,ICA,Ventral-Multimodal,Ventral-Multimodal,0
377,MDD-HC,ICA,Orbito-Affective,Orbito-Affective,0
380,MDD-HC,SBVW,Cingulo-Opercular,Default,-1
380,MDD-HC,SBVW,Default,Default,-1
380,MDD-HC,SBVW,Default,Frontoparietal,-1
380,MDD-HC,SBVW,Auditory,Default,-1
380,MDD-HC,SBVW,Default,Visual1,0
380,MDD-HC,SBVW,Default,Visual2,0
380,MDD-HC,SBVW,Default,Somatomotor,0
380,MDD-HC,SBVW,Auditory,Default,0
380,MDD-HC,SBVW,Default,Language,0
380,MDD-HC,SBVW,Default,Dorsal-attention,0
380,MDD-HC,SBVW,Default,Frontoparietal,0
380,MDD-HC,SBVW,Cingulo-Opercular,Default,0
380,MDD-HC,SBVW,Default,Default,0
380,MDD-HC,SBVW,Default,Posterior-Multimodal,0
380,MDD-HC,SBVW,Default,Ventral-Multimodal,0
380,MDD-HC,SBVW,Default,Orbito-Affective,0
380,MDD-HC,SBVW,Cingulo-Opercular,Visual1,0
380,MDD-HC,SBVW,Cingulo-Opercular,Visual2,0
380,MDD-HC,SBVW,Cingulo-Opercular,Somatomotor,0
380,MDD-HC,SBVW,Auditory,Cingulo-Opercular,0
380,MDD-HC,SBVW,Cingulo-Opercular,Language,0
380,MDD-HC,SBVW,Cingulo-Opercular,Dorsal-attention,0
380,MDD-HC,SBVW,Cingulo-Opercular,Frontoparietal,0
380,MDD-HC,SBVW,Cingulo-Opercular,Cingulo-Opercular,0
380,MDD-HC,SBVW,Cingulo-Opercular,Posterior-Multimodal,0
380,MDD-HC,SBVW,Cingulo-Opercular,Ventral-Multimodal,0
380,MDD-HC,SBVW,Cingulo-Opercular,Orbito-Affective,0
380,MDD-HC,SBVW,Language,Visual1,0
380,MDD-HC,SBVW,Language,Visual2,0
380,MDD-HC,SBVW,Language,Somatomotor,0
380,MDD-HC,SBVW,Auditory,Language,0
380,MDD-HC,SBVW,Language,Language,0
380,MDD-HC,SBVW,Dorsal-attention,Language,0
380,MDD-HC,SBVW,Frontoparietal,Language,0
380,MDD-HC,SBVW,Language,Posterior-Multimodal,0
380,MDD-HC,SBVW,Language,Ventral-Multimodal,0
380,MDD-HC,SBVW,Language,Orbito-Affective,0
380,MDD-HC,SBVW,Posterior-Multimodal,Visual1,0
380,MDD-HC,SBVW,Posterior-Multimodal,Visual2,0
380,MDD-HC,SBVW,Posterior-Multimodal,Somatomotor,0
380,MDD-HC,SBVW,Auditory,Posterior-Multimodal,0
380,MDD-HC,SBVW,Dorsal-attention,Posterior-Multimodal,0
380,MDD-HC,SBVW,Frontoparietal,Posterior-Multimodal,0
380,MDD-HC,SBVW,Posterior-Multimodal,Posterior-Multimodal,0
380,MDD-HC,SBVW,Posterior-Multimodal,Ventral-Multimodal,0
380,MDD-HC,SBVW,Orbito-Affective,Posterior-Multimodal,0
384,MDD-HC,SBVW,Default,Frontoparietal,-1
384,MDD-HC,SBVW,Frontoparietal,Frontoparietal,-1
384,MDD-HC,SBVW,Default,Visual1,0
384,MDD-HC,SBVW,Default,Visual2,0
384,MDD-HC,SBVW,Default,Somatomotor,0
384,MDD-HC,SBVW,Auditory,Default,0
384,MDD-HC,SBVW,Default,Language,0
384,MDD-HC,SBVW,Default,Dorsal-attention,0
384,MDD-HC,SBVW,Default,Frontoparietal,0
384,MDD-HC,SBVW,Cingulo-Opercular,Default,0
384,MDD-HC,SBVW,Default,Default,0
384,MDD-HC,SBVW,Default,Posterior-Multimodal,0
384,MDD-HC,SBVW,Default,Ventral-Multimodal,0
384,MDD-HC,SBVW,Default,Orbito-Affective,0
384,MDD-HC,SBVW,Frontoparietal,Visual1,0
384,MDD-HC,SBVW,Frontoparietal,Visual2,0
384,MDD-HC,SBVW,Frontoparietal,Somatomotor,0
384,MDD-HC,SBVW,Auditory,Frontoparietal,0
384,MDD-HC,SBVW,Frontoparietal,Language,0
384,MDD-HC,SBVW,Dorsal-attention,Frontoparietal,0
384,MDD-HC,SBVW,Frontoparietal,Frontoparietal,0
384,MDD-HC,SBVW,Cingulo-Opercular,Frontoparietal,0
384,MDD-HC,SBVW,Frontoparietal,Posterior-Multimodal,0
384,MDD-HC,SBVW,Frontoparietal,Ventral-Multimodal,0
384,MDD-HC,SBVW,Frontoparietal,Orbito-Affective,0
385,MDD-HC,SBVW,Frontoparietal,Somatomotor,1
385,MDD-HC,SBVW,Frontoparietal,Frontoparietal,1
385,MDD-HC,SBVW,Cingulo-Opercular,Frontoparietal,1
385,MDD-HC,SBVW,Default,Frontoparietal,1
385,MDD-HC,SBVW,Auditory,Frontoparietal,1
385,MDD-HC,SBVW,Frontoparietal,Visual1,0
385,MDD-HC,SBVW,Frontoparietal,Visual2,0
385,MDD-HC,SBVW,Frontoparietal,Somatomotor,0
385,MDD-HC,SBVW,Auditory,Frontoparietal,0
385,MDD-HC,SBVW,Frontoparietal,Language,0
385,MDD-HC,SBVW,Dorsal-attention,Frontoparietal,0
385,MDD-HC,SBVW,Frontoparietal,Frontoparietal,0
385,MDD-HC,SBVW,Cingulo-Opercular,Frontoparietal,0
385,MDD-HC,SBVW,Default,Frontoparietal,0
385,MDD-HC,SBVW,Frontoparietal,Posterior-Multimodal,0
385,MDD-HC,SBVW,Frontoparietal,Ventral-Multimodal,0
385,MDD-HC,SBVW,Frontoparietal,Orbito-Affective,0
388,MDD-HC,SBVW,Default,Frontoparietal,1
388,MDD-HC,SBVW,Default,Default,1
388,MDD-HC,SBVW,Default,Visual2,1
388,MDD-HC,SBVW,Default,Visual1,0
388,MDD-HC,SBVW,Default,Visual2,0
388,MDD-HC,SBVW,Default,Somatomotor,0
388,MDD-HC,SBVW,Auditory,Default,0
388,MDD-HC,SBVW,Default,Language,0
388,MDD-HC,SBVW,Default,Dorsal-attention,0
388,MDD-HC,SBVW,Default,Frontoparietal,0
388,MDD-HC,SBVW,Cingulo-Opercular,Default,0
388,MDD-HC,SBVW,Default,Default,0
388,MDD-HC,SBVW,Default,Posterior-Multimodal,0
388,MDD-HC,SBVW,Default,Ventral-Multimodal,0
388,MDD-HC,SBVW,Default,Orbito-Affective,0
388,MDD-HC,SBVW,Frontoparietal,Visual1,0
388,MDD-HC,SBVW,Frontoparietal,Visual2,0
388,MDD-HC,SBVW,Frontoparietal,Somatomotor,0
388,MDD-HC,SBVW,Auditory,Frontoparietal,0
388,MDD-HC,SBVW,Frontoparietal,Language,0
388,MDD-HC,SBVW,Dorsal-attention,Frontoparietal,0
388,MDD-HC,SBVW,Frontoparietal,Frontoparietal,0
388,MDD-HC,SBVW,Cingulo-Opercular,Frontoparietal,0
388,MDD-HC,SBVW,Frontoparietal,Posterior-Multimodal,0
388,MDD-HC,SBVW,Frontoparietal,Ventral-Multimodal,0
388,MDD-HC,SBVW,Frontoparietal,Orbito-Affective,0
390,MDD-HC,ICA,Language,Language,-1
390,MDD-HC,ICA,Posterior-Multimodal,Posterior-Multimodal,-1
390,MDD-HC,ICA,Default,Default,1
390,MDD-HC,ICA,Visual2,Visual2,-1
390,MDD-HC,ICA,Auditory,Auditory,-1
390,MDD-HC,ICA,Frontoparietal,Frontoparietal,1
390,MDD-HC,ICA,Cingulo-Opercular,Cingulo-Opercular,-1
390,MDD-HC,ICA,Visual1,Visual1,0
390,MDD-HC,ICA,Visual2,Visual2,0
390,MDD-HC,ICA,Somatomotor,Somatomotor,0
390,MDD-HC,ICA,Auditory,Auditory,0
390,MDD-HC,ICA,Language,Language,0
390,MDD-HC,ICA,Dorsal-attention,Dorsal-attention,0
390,MDD-HC,ICA,Frontoparietal,Frontoparietal,0
390,MDD-HC,ICA,Cingulo-Opercular,Cingulo-Opercular,0
390,MDD-HC,ICA,Default,Default,0
390,MDD-HC,ICA,Posterior-Multimodal,Posterior-Multimodal,0
390,MDD-HC,ICA,Ventral-Multimodal,Ventral-Multimodal,0
390,MDD-HC,ICA,Orbito-Affective,Orbito-Affective,0
408,MDD-HC,ICA,Cingulo-Opercular,Cingulo-Opercular,1
408,MDD-HC,ICA,Default,Default,1
408,MDD-HC,ICA,Default,Default,-1
